433	11
18	15	18	13	4	12	13	11	15	6	21	
18	11	5	18	8	15	8	4	6	5	5	
15	14	19	6	7	6	14	4	11	17	8	
21	12	12	5	11	3	14	15	3	5	2	
7	3	4	6	7	14	21	14	3	8	10	
12	6	19	19	19	10	17	10	4	18	2	
14	19	7	4	7	3	13	10	3	20	6	
18	6	16	19	13	19	8	19	14	19	11	
15	15	14	10	3	4	12	3	19	10	9	
2	20	17	13	9	19	6	20	16	15	11	
8	19	11	10	18	2	19	17	6	12	18	
20	18	16	11	11	5	2	20	21	16	19	
4	16	5	4	2	20	18	5	13	3	20	
7	10	20	9	21	2	17	18	17	5	2	
15	14	6	3	20	5	18	6	2	21	10	
8	8	2	17	6	3	5	13	2	7	16	
21	16	5	8	17	9	4	8	7	8	11	
16	21	15	13	13	2	5	16	10	8	4	
19	9	11	17	11	6	4	6	14	9	3	
2	4	11	6	4	14	10	4	18	10	10	
4	16	19	21	11	17	12	16	16	19	19	
9	12	2	11	14	20	11	11	18	12	9	
5	11	15	6	9	20	4	14	14	13	14	
2	14	18	13	5	21	7	5	8	14	12	
11	6	20	10	20	16	19	2	2	14	3	
14	17	13	14	20	16	2	8	16	14	15	
12	20	12	11	7	9	4	8	12	5	17	
11	12	13	3	15	15	2	12	7	8	17	
9	15	20	21	18	19	16	10	21	12	20	
12	5	13	4	5	4	12	19	14	14	19	
11	16	10	10	20	19	17	15	13	4	13	
21	3	13	13	15	8	12	4	17	4	11	
18	9	19	21	15	7	5	10	11	6	11	
19	10	10	5	12	13	16	6	20	2	3	
7	5	17	3	15	12	4	11	7	6	21	
18	10	13	19	7	11	9	3	11	6	3	
12	5	5	16	14	5	17	19	12	13	14	
4	15	9	6	17	7	16	7	2	2	17	
14	6	16	16	8	13	10	17	10	11	6	
3	16	19	18	15	2	10	11	18	2	14	
10	21	2	7	5	14	2	5	3	3	10	
7	16	11	7	18	2	13	21	6	18	4	
7	17	17	4	21	14	10	7	21	17	20	
5	18	7	2	5	3	21	19	13	18	4	
8	15	11	11	5	8	9	14	9	7	14	
17	11	11	16	2	9	21	21	12	12	19	
17	4	6	14	8	19	12	12	13	6	14	
18	13	2	16	12	14	3	15	8	16	19	
8	19	19	21	6	5	14	9	17	12	12	
10	21	20	21	11	14	3	6	12	5	8	
17	16	11	19	16	18	17	17	16	19	18	
19	20	18	18	15	19	6	8	12	5	2	
16	21	4	14	18	19	19	19	21	15	20	
20	9	9	12	13	19	9	21	21	7	15	
11	9	12	9	2	19	17	6	11	4	11	
7	15	4	19	18	6	10	4	7	14	12	
21	17	17	10	5	11	9	18	6	8	14	
18	8	7	12	11	7	3	15	7	5	20	
21	2	20	16	13	20	17	12	9	10	9	
21	12	3	18	20	17	17	6	2	5	2	
17	8	5	8	11	11	10	9	12	18	10	
4	16	21	9	13	10	2	8	5	9	15	
14	10	20	11	21	11	13	10	5	3	18	
11	3	3	14	5	12	15	2	8	11	15	
17	5	6	9	19	13	8	3	9	2	8	
10	21	7	5	21	8	18	4	9	12	14	
4	10	20	21	10	20	8	9	7	16	10	
16	4	7	8	15	4	21	18	10	18	12	
20	19	5	20	20	10	12	20	16	10	14	
19	15	9	8	13	18	19	13	8	14	20	
11	2	9	7	5	8	4	5	2	19	12	
5	11	12	14	8	5	14	6	13	18	8	
16	10	20	4	20	2	11	17	10	13	21	
8	16	21	7	11	6	13	6	7	6	16	
13	3	5	13	2	11	8	7	9	11	12	
3	4	19	5	18	11	10	16	18	18	11	
11	15	3	19	8	6	11	3	20	13	2	
16	13	16	4	12	6	6	12	2	6	2	
9	15	20	18	19	3	20	9	5	19	21	
12	21	14	12	21	11	6	19	5	14	18	
14	19	20	16	12	15	21	14	11	9	5	
13	9	15	20	14	5	16	10	8	12	18	
8	8	9	3	14	17	21	17	14	10	18	
6	4	16	19	6	13	4	9	9	8	10	
13	2	2	14	7	2	8	15	6	8	6	
13	11	19	3	13	10	21	4	5	6	19	
15	21	10	14	12	9	16	18	18	14	19	
16	7	10	16	13	3	10	3	7	12	15	
8	20	10	14	11	12	21	11	21	6	7	
3	11	4	2	15	15	13	16	15	15	14	
4	2	6	17	11	7	6	2	2	16	14	
12	20	6	20	18	11	18	2	15	13	5	
5	18	15	6	17	19	15	4	5	7	4	
10	18	12	14	14	17	10	4	3	8	3	
5	17	16	8	20	13	10	11	7	13	12	
14	4	16	21	13	11	8	10	6	3	12	
19	20	13	6	17	4	2	16	11	18	3	
18	4	19	13	13	8	20	18	11	7	7	
10	8	18	4	12	12	7	9	10	10	19	
18	15	16	10	17	2	9	5	17	13	5	
19	19	21	8	18	2	20	5	21	21	4	
13	5	8	2	15	21	11	20	21	17	11	
9	5	7	13	6	11	6	5	18	19	20	
9	8	15	12	18	9	18	10	2	17	9	
19	8	16	14	12	19	8	4	16	15	20	
3	19	15	15	4	15	8	9	11	12	8	
18	10	19	9	6	21	16	4	20	11	9	
17	13	8	17	18	12	2	13	3	19	9	
6	20	9	6	2	17	9	17	8	2	4	
9	14	14	20	5	9	8	18	10	18	17	
17	16	4	11	16	5	2	15	2	8	6	
20	15	18	8	12	4	8	14	10	15	15	
7	17	17	9	5	3	14	10	17	3	2	
6	18	13	4	19	14	3	6	2	12	21	
18	10	5	12	7	2	9	21	12	20	19	
14	5	2	8	10	13	13	17	19	15	2	
3	16	9	16	11	21	9	2	6	12	12	
5	5	13	11	19	13	11	15	18	7	13	
5	7	14	8	12	5	8	20	13	14	20	
9	2	21	15	11	13	16	16	5	17	18	
7	12	2	5	19	2	5	9	4	13	8	
12	20	5	12	15	9	3	9	10	17	11	
11	2	12	9	18	10	4	15	15	18	8	
8	2	16	15	21	14	10	19	3	6	17	
12	12	19	2	12	19	16	19	17	13	2	
5	14	14	18	3	13	17	14	5	3	2	
4	2	7	9	19	6	9	11	3	18	12	
17	3	2	10	6	17	20	10	11	17	12	
15	3	20	5	11	13	14	19	18	2	19	
2	7	10	12	14	17	3	21	3	16	4	
10	7	19	18	4	3	9	7	3	14	10	
19	2	4	10	9	7	11	17	12	10	2	
17	16	18	2	17	16	7	19	14	20	14	
11	7	19	5	8	3	20	8	9	4	15	
6	2	20	14	17	14	17	14	12	10	7	
9	18	13	9	3	11	4	17	16	7	17	
6	16	10	4	5	17	16	10	12	5	21	
17	16	2	2	10	13	6	20	19	9	20	
3	15	15	17	19	5	4	6	3	21	5	
21	6	3	2	19	15	10	16	5	11	10	
13	19	14	10	3	19	18	5	15	18	10	
15	16	15	4	6	9	20	15	6	18	11	
5	17	16	5	5	14	11	8	13	15	10	
21	9	10	6	3	12	12	8	17	9	4	
18	2	9	16	15	19	5	4	14	12	18	
15	20	20	11	4	6	7	7	18	17	4	
6	12	20	18	8	8	5	14	14	12	12	
6	11	15	11	8	16	12	2	3	20	2	
13	9	19	9	20	4	2	20	15	12	17	
12	9	4	13	13	6	15	7	21	19	8	
7	17	4	14	14	5	13	3	17	15	19	
21	13	9	3	18	2	8	12	2	6	16	
6	13	15	6	18	10	19	14	12	15	5	
3	3	18	17	13	16	19	14	7	17	11	
15	9	17	6	9	3	21	13	11	9	9	
17	15	6	15	2	20	9	17	16	11	6	
11	14	6	5	14	18	21	14	8	7	2	
14	10	13	15	11	3	4	7	16	13	15	
10	19	6	7	17	14	5	9	4	17	4	
21	11	15	10	2	19	16	13	14	13	4	
19	2	11	3	21	13	19	6	13	21	9	
20	6	14	20	3	4	16	6	3	8	16	
17	9	3	10	3	18	8	10	19	5	12	
14	6	8	10	2	14	19	5	8	4	3	
15	11	7	7	10	10	8	13	13	16	19	
5	21	21	8	14	21	11	5	4	16	16	
9	15	8	6	11	5	8	13	15	10	18	
9	12	3	6	19	2	10	7	10	13	8	
7	18	19	12	5	20	6	17	5	8	10	
20	15	15	9	8	7	8	3	9	17	9	
6	11	11	7	4	21	10	3	9	12	5	
19	10	20	14	21	4	9	14	18	6	5	
16	20	2	2	10	20	21	5	15	16	7	
12	6	21	9	10	3	10	12	10	8	8	
9	19	12	4	5	8	21	4	7	20	11	
17	15	2	12	17	8	13	3	19	2	16	
12	13	6	2	4	4	8	15	13	14	19	
12	17	19	16	13	4	14	6	13	20	4	
21	3	4	9	20	9	7	7	9	14	15	
8	7	16	21	14	2	6	6	10	5	3	
15	16	5	3	16	20	16	16	14	5	4	
16	9	13	12	6	6	8	18	9	21	7	
16	20	15	2	2	12	16	17	13	16	21	
7	15	13	15	13	3	12	16	5	6	6	
8	13	17	6	4	20	20	5	3	12	15	
12	17	15	5	15	10	5	13	20	3	11	
2	5	8	17	13	9	13	12	6	7	2	
16	6	12	21	10	5	21	11	10	15	18	
19	12	21	13	14	8	3	5	9	18	3	
21	3	6	4	17	2	4	12	7	9	9	
17	13	21	13	6	11	6	3	8	15	16	
7	6	18	17	12	3	6	19	19	17	14	
17	16	21	5	20	21	9	13	13	2	3	
16	5	12	4	20	8	10	15	9	7	12	
12	7	15	15	15	16	21	12	15	2	20	
8	8	6	15	10	15	15	2	20	19	16	
7	13	9	14	16	4	20	4	7	13	9	
11	17	21	14	3	19	14	3	21	9	20	
16	20	12	17	4	4	20	3	7	15	5	
11	5	6	18	11	16	7	16	18	19	4	
5	12	3	6	15	21	3	20	6	15	8	
21	20	11	19	13	19	4	11	14	17	10	
4	18	17	5	20	17	4	21	4	6	13	
10	8	20	15	10	9	15	6	17	16	16	
6	4	19	6	14	18	13	14	11	6	14	
21	3	18	8	9	11	13	20	12	6	7	
10	11	21	3	7	3	21	6	18	11	16	
7	15	14	6	18	13	10	6	7	14	7	
14	15	18	7	18	7	15	19	5	4	2	
5	13	18	2	21	13	10	2	9	9	2	
6	5	7	21	5	17	18	18	10	3	16	
3	20	10	9	6	10	8	9	5	21	20	
7	14	19	8	21	17	8	18	10	3	6	
2	17	8	13	7	4	20	19	12	13	3	
21	10	17	13	4	20	20	2	13	16	6	
10	20	19	19	17	14	7	3	11	13	2	
2	15	12	4	18	7	6	3	9	7	2	
6	9	14	8	15	12	20	10	6	20	3	
14	5	17	14	11	21	8	21	11	11	14	
16	8	4	16	14	20	9	6	13	10	11	
8	6	14	20	3	16	19	13	21	17	4	
9	6	16	7	14	3	7	2	20	3	14	
5	10	15	13	17	18	19	14	9	5	19	
16	15	16	19	5	13	18	4	9	5	8	
2	3	14	2	15	8	4	19	17	11	13	
18	7	7	11	10	10	13	18	5	20	15	
19	14	2	4	15	8	16	13	3	6	9	
3	8	18	6	2	20	14	19	18	7	19	
10	4	14	16	10	8	2	20	9	2	7	
17	8	18	20	3	19	6	5	16	10	10	
6	9	12	17	11	18	18	2	19	19	13	
6	5	14	15	16	4	2	6	9	11	18	
16	15	14	15	9	5	2	13	20	11	11	
18	16	7	14	2	20	20	20	18	8	18	
13	4	6	2	15	5	12	13	19	14	6	
3	8	16	17	9	20	15	5	2	7	6	
9	13	18	13	17	19	12	6	7	13	18	
5	5	12	21	13	14	6	11	4	11	2	
3	9	15	19	4	4	18	2	2	21	17	
11	20	21	2	15	13	3	21	10	4	8	
13	19	11	12	21	11	4	6	7	17	10	
3	17	7	11	7	16	14	4	17	6	4	
14	21	5	16	14	12	9	9	18	8	18	
16	17	5	16	19	2	14	10	14	17	7	
21	16	13	9	18	5	20	16	7	9	6	
20	6	2	3	15	4	7	13	6	5	12	
19	2	15	4	15	8	5	2	2	20	12	
2	4	8	6	20	15	12	11	3	8	5	
2	20	20	3	6	13	5	14	11	6	11	
7	4	15	20	6	18	10	21	2	14	14	
7	13	11	4	11	10	5	20	3	3	7	
19	18	11	5	3	17	4	21	5	21	12	
8	18	2	17	18	20	18	12	6	6	15	
13	3	17	21	21	4	9	15	16	19	17	
4	3	19	11	11	7	19	6	18	18	14	
9	10	13	20	20	12	20	7	19	2	18	
19	5	7	11	13	7	18	11	8	7	10	
15	13	15	6	7	5	16	20	17	3	12	
18	11	3	13	4	10	7	7	15	13	13	
11	12	14	12	18	3	3	20	13	2	8	
10	8	5	12	11	12	10	11	2	15	4	
21	7	15	5	12	13	15	19	2	17	11	
17	11	7	16	18	14	5	20	13	14	5	
5	15	7	4	21	15	18	17	14	10	17	
4	9	10	13	15	21	18	20	7	19	8	
8	9	9	8	14	14	17	5	20	19	4	
13	6	2	8	20	3	18	11	3	10	2	
7	16	17	2	4	12	4	8	8	16	13	
6	18	18	11	2	18	17	17	15	17	20	
4	20	2	20	15	19	4	9	10	8	8	
13	14	7	17	12	2	2	21	18	13	4	
5	18	13	7	16	3	2	6	3	20	11	
7	12	13	10	14	6	3	21	6	4	5	
2	4	4	7	3	8	20	15	19	20	6	
13	20	11	19	8	3	12	2	19	15	10	
8	11	11	9	8	9	15	10	12	17	17	
10	18	5	7	7	21	3	11	16	9	7	
5	2	9	7	10	7	9	18	10	15	21	
4	20	21	2	3	15	20	9	11	20	3	
6	16	17	3	12	2	8	21	16	19	3	
7	17	8	2	18	16	10	3	8	7	19	
10	21	20	4	14	5	19	21	3	9	5	
13	9	7	5	9	12	5	13	11	11	7	
17	2	20	16	19	2	12	5	2	12	6	
15	8	5	7	12	2	9	20	11	21	18	
13	11	3	21	5	13	19	5	16	5	2	
3	3	5	2	14	7	16	2	4	14	21	
9	13	7	9	7	9	2	2	4	14	15	
9	3	14	3	12	11	9	8	11	8	6	
7	16	9	15	18	16	11	10	2	2	13	
8	21	11	12	13	19	20	13	9	19	8	
0	1	1	1	1	1	1	1	1	1	1	
1	0	1	1	1	1	1	1	1	1	1	
1	1	0	1	1	1	1	1	1	1	1	
1	1	1	0	1	1	1	1	1	1	1	
1	1	1	1	0	1	1	1	1	1	1	
1	1	1	1	1	0	1	1	1	1	1	
1	1	1	1	1	1	0	1	1	1	1	
1	1	1	1	1	1	1	0	1	1	1	
1	1	1	1	1	1	1	1	0	1	1	
1	1	1	1	1	1	1	1	1	0	1	
1	1	1	1	1	1	1	1	1	1	0	
-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	
